ID,Name,Gender,Age,OverAllRating,ReviewType,ReviewTitle,Benefits,Money,Experience,Purchase,claimsProcess,SpeedResolution,Fairness,ReviewDate,Review,Recommend,ColCount,,,,
90,luton,Male,55 to 64,5,Buyer review,Home insurance,4,4,5,5,NA,NA,NA,2/4/2014,"Very easy website and good price quoted on line with extra discounts for buying both house and contents insurance together.
I would certainly recommend  for all types of insurances in fact I also found them to be the best for my car insurance.",I would recommend  to a friend,18,,,,
91,coco,Male,65 or over,4,Buyer review,excptional service and value product,4,5,5,4,NA,NA,NA,2/4/2014,This was set up by phone but because i was unable to purchase on line i still received the same discount and the rep. was exceptionally helpful.,I would recommend  to a friend,18,,,,
92,Starlight,Female,45 to 54,5,Buyer review,Great phone manner ,5,4,5,5,NA,NA,NA,2/4/2014,It was a pleasure to get my house building insurance with  all terms explained and yes it save me lots of money  the gentleman on the phone so helpful and polite  would recommend this five star services to any one,I would recommend  to a friend,18,,,,
93,trendynana,Female,65 or over,5,Buyer review,vey simple on line,5,5,5,5,NA,NA,NA,2/4/2014,easy to do on line documents came through very quick and best of all the price was very good been with previous company a while now but they could not offer the same at the start only a cash back 3months later but you want it when you are taking the policy out not later on. very pleased with this purchase I just hope its the same if you have to make a claim.,I would recommend  to a friend,18,,,,
94,mathsboy,Male,65 or over,5,Claim review,Excellent Service,NA,NA,5,NA,5,5,5,2/4/2014,Very smooth transaction. Treated politely and speedily by customer Services. Couldnt fault the service.,I would recommend  to a friend,18,,,,
95,loyalblue,Male,45 to 54,5,Buyer review,Brilliant Customer Service,5,5,5,5,NA,NA,NA,1/4/2014,Due to unique additional cover required on our policy both the agent on the phone and underwriter worked absolute miracles to not only arrange the extra cover but to arrange it at no extra cost to ourselves. Brilliant !!,I would recommend  to a friend,18,,,,
96,Goldflake,Female,55 to 64,5,Buyer review,Great service,5,5,5,5,NA,NA,NA,1/4/2014,Great customer service the first time Id attempted to do my insurance online very helpful when I needed to ring for advice!,I would recommend  to a friend,18,,,,
97,briskali69,Male,55 to 64,5,Buyer review,house insurance,NA,NA,NA,NA,NA,NA,NA,1/4/2014,efficient and easy to navigate to obtain a realistic quote,I would recommend  to a friend,18,,,,
98,Scooter,NA,45 to 54,5,Buyer review,Thanks !,5,5,5,5,NA,NA,NA,1/4/2014,We needed contents insurance for a home we rent after using another company for 5 years. Normally we just renewed with them because it was easy and seemed to be affordable. Upon looking at our renewal in March we saw the premeium had gone up alot and yet we have made no claims ever, closer look at the sum(s) covered and we realised we needed more. Came to  becasue we liked the ads on telly, went online and found the process super easy very professional and got a policy much more comprehensive than we had for a much better price. I know its kind of cheesy but we feel better protected and in good hands with  in the event of calamity to our valuable possessions. Thanks !,I would recommend  to a friend,18,,
99,Dartford87,Female,45 to 54,5,Claim review,Quick & no quibble,NA,NA,5,NA,5,5,5,1/4/2014,Had to make 2 claims in 2 months both times our claim was dealt with quickly sensibly and without fuss or quibble.,I would recommend  to a friend,18,,,,
100,Iamnotwhoiregisteredas,NA,45 to 54,4,Buyer review, insurance - worth getting a quote,3,5,5,5,NA,NA,NA,31/03/2014,"Went to  as had positive prior experience with motor and property insurance. Policy features and Benefits rated as average as I have not had need to make a claim so I dont know what the real world  has to offer.
I bought my policies over the phone the sales staff were excellent and the whole process was easy and most importantly went at my pace. No pressure to buy afforded me the opportunity to really consider my insurance needs and make a decision I am happy with.",I would recommend  to a friend,18,,,,
101,cassie,Female,55 to 64,4,Buyer review,good service,4,5,5,5,NA,NA,NA,31/03/2014,site easy to use good value for money would use again,I would recommend  to a friend,18,,,,
102,Clair,Female,35 to 44,5,Claim review,British Weather,NA,NA,5,NA,5,5,5,31/03/2014,We all experienced the bad weather. I had the minor problem of a chimney pot blowing off and my garage roof loosing some panels. Although the phone lines for non emergency calls was busy the online form was easy to fill in and I received a confirmation email with my claims number very quickly. They sent an assessor out and he okd my claim and agreed to let me use my own builders. Everything was easy and quick when considering how busy that period of time was the service was excellent. I would recommend  to anyone. I also have my car insurance with them best price by far!!!!!,I would recommend  to a friend,18,,,,
103,Vera,Female,55 to 64,4,Buyer review,Good customer service,4,5,4,4,NA,NA,NA,31/03/2014,Easy to access online. Value for money Cheapest quote I had found.,I would recommend  to a friend,18,,,,
104,Nearlysixty,Female,55 to 64,4,Buyer review,Good Experience,4,4,4,4,NA,NA,NA,31/03/2014,"Call centre staff were knowledgeable and very patient in explaining all the different options/additions available with the buildings and contents policy.
A particular clause was very carefully explained so that I fully understood how it affected the policy.",I would recommend  to a friend,18,,,,
105,Gratefull,Female,45 to 54,5,Buyer review,Great customer service.,5,NA,5,5,NA,NA,NA,31/03/2014,Very friendly staff and I saved by swapping to  Thankyou.,I would recommend  to a friend,18,,,,
106,gail,Female,55 to 64,5,Buyer review,Simple,5,5,5,5,NA,NA,NA,31/03/2014,"Very easy to use and straight forward. Options help
create own needs and so suits all budgets. Great value.",I would recommend  to a friend,18,,,,
107,NA,Male,25 to 34,4,Buyer review,EasySimpleQuality,4,5,5,5,NA,NA,NA,31/03/2014,After a quotation online and gaining quotes from other companies (do not believe in price comparison sites) I completed my online application and received posted confirmation days later. Great service and value for money,I would recommend  to a friend,18,,,,
108,Ricardo,Male,45 to 54,5,Buyer review,Great Customer Service,5,5,5,5,NA,NA,NA,31/03/2014,"I was with an alternative provider and went on the Go Compare website where I located . I called them and went through everything in fine detail and they gave me a great price and better cover on my Home Insurance cover.
The lady whom I spoke to was extremely helpful and went through every category with me in great detail. When my car and motor cycle insurance is due I will be transferring that to  as well.",I would recommend  to a friend,18,,,,
109,bigal,Male,65 or over,5,Buyer review,easy,4,5,5,5,NA,NA,NA,30/03/2014,nice and easy to use the  site on the internet. passed info on for two more people to sign up. great price.,I would recommend  to a friend,18,,,,
110,mappam,Male,65 or over,4,Buyer review,Good,NA,NA,NA,NA,NA,NA,NA,30/03/2014,Having enjoy a number of policy with  over the years pension endowment etc since last year car insurance now house cover  next will be my wife car insurance. I very much appreciate the easiest online website and the excellent follow up service. Well done.,I would recommend  to a friend,18,,,,
111,cavalierbill,Male,55 to 64,5,Claim review,pleased with service,NA,NA,4,NA,4,5,4,30/03/2014,I found them very easy to deal with and very helpful and had no trouble getting in touch,I would recommend  to a friend,18,,,,
112,prestonlass,Female,35 to 44,1,Claim review,flood claim,NA,NA,2,NA,3,2,2,29/03/2014,I wasnt impressed with the builders I was sent ended up stopping the plumber coming back and got my own ..cost me a lot more than they gave me for the repairs as plumber damaged tiles and bath trim ...wont be trusting anyone again ..they came recommended from the insurance .. the guys who stripped the wallpaper got water in my sockets so couldnt turn lights off and sparking .had to get a electrian out at night to change socket ..I wont be using these again ever .. was not impressed at all ..decorators were good only after they went did I see paint all over the kitchen cupboards and meter cupboard .plasterer had plaster all over my floor didnt sheet up and they wondered why I wasnt impressed,NA,18,,,,
113,geraint28,Male,35 to 44,5,Claim review,great service vouchers were let down,NA,NA,5,NA,5,4,3,29/03/2014,"The service was excellent and quick - 1 week before vouchers for replacement electronics were sent.
However could only use vouchers at Currys which has the highest prices on the high street - could have got the same replacement much cheaper elsewhere and saved  some money!",I would recommend  to a friend,18,,,,
114,NA,Female,65 or over,5,Buyer review,Very friendly and helpful Customer Service,5,5,5,5,NA,NA,NA,29/03/2014,I was very impressed with the service I recieved from  Staff.They explained my Policy which helped me to fully understand what I was paying for.Iam happy now I have what I needed at a fair price.Thank you,I would recommend  to a friend,18,,,,
